name,costPrice,sellingPrice,description,um,code,category
Stainless Steel Cleaner Vision,15742.01,9023.22,"Replace Nasal Turbinate w Synth Sub, Perc Endo",kg,S82402A,goods
Beer - Steamwhistle,13293.4,18195.03,"Replace of L Tympanic Membrane with Synth Sub, Via Opening",kg,H6039,goods
Creme De Cacao White,1066.73,18316.52,"Drainage of Right Hepatic Duct, Perc Endo Approach, Diagn",kg,X75,goods
Artichoke - Fresh,4850.89,50239.37,"Inspection of R Metacarpophal Jt, Perc Endo Approach",kg,M26212,goods
Beef - Top Butt Aaa,20307.13,24194.5,"Drainage of Right Upper Lobe Bronchus with Drain Dev, Endo",kg,S82451J,goods
Bread - Multigrain Oval,37058.11,4189.75,"Excision of Left Occipital Bone, Open Approach",kg,S53142S,goods
Cocoa Butter,18536.82,14618.07,"Excision of Right Vocal Cord, Open Approach",kg,H4005,goods
Bread - Multigrain,11581.09,45965.7,"Repair Right Finger Phalanx, Open Approach",kg,M61162,goods
Ice Cream - Chocolate,17165.9,26751.9,"Replace of L Thumb with L Toe, Autol Sub, Perc Endo Approach",kg,S24101D,goods
"Wine - Red, Pelee Island Merlot",41317.02,54030.88,"Dilation of Transverse Colon, Via Opening",kg,S82452E,goods
"Lamb - Racks, Frenched",13886.85,12664.49,"Revision of Extraluminal Device in Tracheobronc Tree, Endo",kg,M438X,goods
Muffin Hinge - 211n,15102.23,1784.56,"Repair Right Lobe Liver, Percutaneous Endoscopic Approach",kg,T2641,goods
Radish - Pickled,34748.82,2613.49,"Dilate L Hand Art, Bifurc, w Intralum Dev, Open",kg,M62519,goods
Mushroom - Crimini,12388.33,1543.15,"Drainage of L Thyroid Lobe with Drain Dev, Open Approach",kg,S63111A,goods
Rice Wine - Aji Mirin,31472.95,15625.75,"Revision of Spacer in R Sternoclav Jt, Open Approach",kg,D0590,goods
Mushroom Morel Fresh,12327.2,13652.41,"Reposition Right Glenoid Cavity with Int Fix, Perc Approach",kg,S92491K,goods
Chinese Foods - Plain Fried Rice,38331.63,47859.0,"Removal of Drainage Device from C-thor Jt, Extern Approach",kg,S71121,goods
Flour - All Purpose,7425.03,9457.71,"Supplement L Int Jugular Vein with Synth Sub, Perc Approach",kg,S83141D,goods
Sun - Dried Tomatoes,7611.72,1604.86,"Bypass Hemiazygos Vein to Up Vein w Nonaut Sub, Perc Endo",kg,S31634A,goods
Appetizer - Sausage Rolls,19241.35,48991.22,"Extirpation of Matter from Thor Disc, Open Approach",kg,M87075,goods
"Cheese - Mozzarella, Shredded",3341.11,18061.2,"Release Left Renal Artery, Open Approach",kg,M4851XG,goods
"Roe - Lump Fish, Red",1701.99,13115.35,"Removal of Monitoring Device from Ureter, Perc Approach",kg,S0572XA,goods
Syrup - Monin - Granny Smith,9687.24,43336.86,"Drainage of Right Hand Tendon with Drain Dev, Perc Approach",kg,T81590A,goods
Vinegar - Balsamic,29444.52,20336.7,ROM & Jt Mobility Trmt Integu Low Back/LE w Oth Equip,kg,S36230S,goods
"7up Diet, 355 Ml",11511.12,7636.39,"Supplement Innominate Artery with Synth Sub, Perc Approach",kg,T25721A,goods
"Shrimp - 16 - 20 Cooked, Peeled",23543.3,25151.48,"Destruction of Cervical Vertebral Joint, Perc Endo Approach",kg,T43596S,goods
Rappini - Andy Boy,12713.94,42517.17,"Hepatobiliary System and Pancreas, Replacement",kg,T2650XA,goods
"Wine - Red, Gallo, Merlot",22435.92,11291.57,"Bypass R Com Iliac Art to B Renal A w Synth Sub, Open",kg,M21069,goods
Corn - Mini,43420.56,33618.07,"Excision of Lesser Omentum, Perc Endo Approach, Diagn",kg,S32436B,goods
Appetizer - Escargot Puff,17404.04,32356.44,"Removal of Infusion Device from Neck, External Approach",kg,Z77123,goods
Ice Cream - Vanilla,24164.45,18042.64,"Reposition Left Knee Joint, Open Approach",kg,M8889,goods
"Lid - 10,12,16 Oz",20301.84,36994.27,"Bypass R Ext Iliac Art to R Femor A w Synth Sub, Perc Endo",kg,T362X1,goods
Chips Potato Reg 43g,16912.95,1067.79,"Bypass Lower Esophagus to Duodenum, Perc Endo Approach",kg,R6881,goods
Sherry - Dry,27307.53,19125.23,"Insert of Infusion Dev into Sacrococcygeal Jt, Perc Approach",kg,S93439D,goods
Veal Inside - Provimi,5310.71,5787.15,Visual Motor Integrat Assess w Biosensory Feedback Equip,kg,S72062D,goods
Wine - Penfolds Koonuga Hill,34263.5,50217.72,"Transfer Right Elbow Bursa and Ligament, Perc Endo Approach",kg,K5090,goods
Wine - Chardonnay Mondavi,43905.05,37132.05,"Revision of Infusion Device in Occip Jt, Perc Approach",kg,S72355J,goods
Bread - Pain Au Liat X12,34119.78,42595.42,"Revision of Synthetic Substitute in Right Rib, Open Approach",kg,M6080,goods
"Juice - Orange, 341 Ml",24926.96,4760.74,"Transfuse Autol Antihemophilic in Periph Art, Open",kg,S52131B,goods
Gelatine Powder,19844.63,11317.58,"Removal of Synth Sub from R Scapula, Perc Approach",kg,S90465D,goods
Cheese - Montery Jack,19216.0,43240.56,Fluoroscopy of Right Heart using Other Contrast,kg,S72061D,goods
Chervil - Fresh,18666.65,49693.09,"Dilation of Hepatic Artery with 4 Drug-elut, Perc Approach",kg,T2642XA,goods
Sugar - Individual Portions,6898.39,14143.44,"Drainage of Buccal Mucosa with Drain Dev, Perc Approach",kg,T85199A,goods
Eel - Smoked,23340.32,15507.38,"Insert of Int Fix into R Palatine Bone, Perc Endo Approach",kg,S21011S,goods
Croissants Thaw And Serve,33262.39,1137.74,"Repair Lumbar Plexus, Percutaneous Endoscopic Approach",kg,M7004,goods
Longos - Burritos,36912.21,27816.96,"Repair Liver, Percutaneous Approach",kg,S92151G,goods
Triple Sec - Mcguinness,3259.9,25802.99,"Removal of Extraluminal Device from Vas Deferens, Endo",kg,M1A4691,goods
Muffin Chocolate Individual Wrap,27184.87,48887.79,"Replacement of R Ulna with Nonaut Sub, Perc Endo Approach",kg,S243XXS,goods
Broom - Push,35668.04,42448.6,"Release Left Lacrimal Duct, Endo",kg,W12XXXA,goods
Cinnamon Buns Sticky,25950.33,25830.8,"Supplement Right Thumb Phalanx with Synth Sub, Open Approach",kg,T84052S,goods
Southern Comfort,7996.99,44447.68,"Reposition R Toe Phalanx Jt with Int Fix, Extern Approach",kg,S63302D,goods
V8 - Tropical Blend,37336.96,21517.64,"Resection of Pericardium, Open Approach",kg,S66117D,goods
Beef Tenderloin Aaa,29895.93,35343.98,"Drainage of Cervical Plexus with Drain Dev, Open Approach",kg,S72423C,goods
Sproutsmustard Cress,1516.3,5098.66,"Repair Scalp Skin, External Approach",kg,S52531C,goods
Pastry - Raisin Muffin - Mini,21391.69,48507.09,"Dilation of R Int Iliac Art with 3 Drug-elut, Open Approach",kg,S91204S,goods
"Champagne - Brights, Dry",18957.38,1854.81,"Excision of Left Pulmonary Artery, Percutaneous Approach",kg,M1A149,goods
Versatainer Nc - 8288,346.11,9374.47,"Bypass Esophag to Ileum with Nonaut Sub, Perc Endo Approach",kg,S0090XA,goods
Cheese - Montery Jack,17084.01,41906.68,"Drainage of Right Diaphragm, Percutaneous Approach, Diagn",kg,S56402A,goods
Coffee - Egg Nog Capuccino,12822.56,40130.17,"Extraction of Accessory Nerve, Open Approach",kg,S36539,goods
Chips Potato All Dressed - 43g,44266.69,20979.85,"Fusion of R Metacarpophal Jt with Int Fix, Open Approach",kg,W16131,goods
Wine - Toasted Head,20394.84,11930.07,"Destruction of Right Hand Artery, Open Approach",kg,S62146B,goods
Vinegar - Sherry,19768.26,33437.84,"Revision of Stimulator Lead in Stomach, Open Approach",kg,S36499A,goods
Coffee Guatemala Dark,27130.01,43760.16,"Destruction of Esophagus, Percutaneous Endoscopic Approach",kg,I82C21,goods
Vinegar - Champagne,31894.65,25383.09,"Drainage of Right Upper Lung Lobe, Endo",kg,S56126,goods
Duck - Fat,27118.16,12462.61,"Bypass 1 Cor Art from L Int Mammary, Perc Endo Approach",kg,E093313,goods
Milk - 1%,28615.36,50150.18,"Occlusion of Left External Jugular Vein, Perc Endo Approach",kg,Y37501S,goods
Foil Wrap,7202.22,19437.19,HDR Brachytherapy of Duodenum using Iridium 192,kg,S42017P,goods
Puree - Passion Fruit,22784.64,37242.13,"Replace Ventricular Sept w Autol Sub, Perc Endo",kg,H701,goods
Sauce - Cranberry,7143.49,34029.4,"Dilation of Aortic Valve, Open Approach",kg,M66142,goods
Cleaner - Bleach,8205.36,27600.11,"Bypass Cereb Vent to Cereb Cistern w Autol Sub, Open",kg,S339XXD,goods
"Beef - Rib Roast, Cap On",29230.5,44010.93,"Inspection of Lower Bone, Percutaneous Approach",kg,S20412S,goods
"Sauce - Apple, Unsweetened",7613.99,34698.13,"Dilate L Axilla Art, Bifurc, w 4+ Intralum Dev, Perc Endo",kg,S72402K,goods
"Plate - Foam, Bread And Butter",13876.71,2410.32,"Revise Autol Sub in R Metatarsotars Jt, Perc Endo",kg,M4851XS,goods
French Pastries,26885.79,49178.86,"Occlusion R Int Iliac Art w Extralum Dev, Perc Endo",kg,S91241D,goods
Table Cloth - 53x69 Colour,25799.98,10622.76,"Supplement Right Frontal Bone with Autol Sub, Perc Approach",kg,I70263,goods
Kolrabi,32724.81,53869.39,"Supplement Left Ureter with Autol Sub, Endo",kg,Z6710,goods
Cake - Mini Cheesecake,23499.37,739.53,"Fluoroscopy of Bi Pulm Vein using Oth Contrast, Guidance",kg,S96902,goods
Cookies Almond Hazelnut,39109.39,13502.44,"Extirpation of Matter from Left Hand Tendon, Perc Approach",kg,S53031D,goods
Coconut Milk - Unsweetened,24973.74,53138.5,"Revision of Synth Sub in R Extraoc Muscle, Open Approach",kg,T8249XA,goods
Clam - Cherrystone,22401.78,42352.23,Motor Functn Treatment of Integu Body using Assist Equipment,kg,S82244R,goods
